Brand_Id,P_Id,Name,Price,Colour,Brand_Name,Ratingcount,Avg_Rating,Description,Occasion,Pattern,Print or Pattern Type,Fabric,Wash Care,Sustainable,Body or Garment Size,Closure,Length,Number of Pockets
945.0,15216150,Varanga Pink Embroidered Regular Kurta with Trousers & With Dupatta,4499.0,Pink,Varanga,34,3.9,pink embroidered kurta trousers dupatta kurta design woven design embroidered straight shape regular style round neck three quarter regular sleeves mirror work detail calf length flared hem silk blend machine weave fabric trousers design solid trousers elasticated waistband slip closure top fabric silk blend bottom fabric silk blend dry cleanthe model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Above Knee,2
945.0,14535608,Varanga Maroon & Gold-Toned Viscose Rayon Printed Tunic,4399.0,Maroon,Varanga,51,3.8,maroon gold toned printed tunic v neck three quarter sleeves tie ups detail viscose rayon hand washthe model height wearing size,Sports,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Elasticated,Above Knee,2
945.0,11494074,Varanga Women Maroon Embellished Straight Kurta,2699.0,Maroon,Varanga,1963,4.1,maroon embellished straight kurta round neck three quarter sleeves straight hem side slitsthe model height wearing size smaterial art silk dry clean,Sports,Colourblocked,Colourblocked,Polyester,Machine Wash,Regular,Garment Measurements in,Zip,Regular,2
945.0,11034850,Varanga Women Rust Brown Pleated High-Rise Maxi Skirt,2699.0,Rust,Varanga,7,4.3,rust brown geometric printed pleated maxi skirt outer elasticated waistband drawstring closure flared hempure cotton hand wash,Casual,Solid,Solid,Polyester,Machine Wash,Regular,Garment Measurements in,Zip,Regular,2
945.0,18815098,Varanga Women Yellow & White Bandhani Striped Gotta Patti Pure Cotton Kurta Set,4999.0,Yellow,Varanga,0,0.0,yellow whte striped kurta sharara dupatta kurta design bandhani stripedanarkali shaperegular styleround neck sleeveless sleevesgotta patti detailknee length curved hempure cotton machine weave fabriccomes dupatta sharara design printed shararaelasticated waistbandslip closurethe model height wearing size stop fabric pure cotton bottom fabric pure cotton dupatta fabric poly chiffon hand wash,Sports,Colourblocked,Colourblocked,Polyester,Machine Wash,Regular,Garment Measurements in,Zip,Regular,2
176.0,17562116,Chkokko Women Multi-Coloured Printed Cropped T-shirt with Pyjamas,3249.0,Multi,Chkokko,0,0.0,co ords set consists top trouser multi coloured printed cropped shirt round neck long sleeves multi coloured printed pyjamas slip closure pocketsthe model height wearing size spolyester machine wash bleach,Ethnic,Printed,Abstract,Cotton Blend,Machine Wash,Regular,Garment Measurements in,NA,Regular,NA
176.0,18859302,Chkokko Women Grey Summer Wear Co-Ords,3749.0,Grey,Chkokko,0,0.0,co ords set consists shirt trouser grey solid shirt round neck short sleeves grey solid trousers slip closure pockets model height wearing size xscotton blend machine wash bleach,Casual,Printed,Floral,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Maxi,NA
176.0,15428122,Chkokko Women Black Sporty Jacket,3330.0,Black,Chkokko,4,4.8,black abstract printed sporty jacket studded mock collar pockets zip closure sleeveless straight hemline polyester liningthe model height wearing size souter shell polyester lining fabric polyester machine wash,Casual,Checked,Checked,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Mini,NA
176.0,17562104,Chkokko Women Black Solid T-Shirt & Shorts,3349.0,Black,Chkokko,0,0.0,shirt amp shorts black solid shirt round neck short sleeves black solid shorts slip closure two pockets cotton blend machine washthe model height wearing size,Casual,Printed,Floral,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Maxi,NA
176.0,15406768,Chkokko Women Black Sports Shorts,2665.0,Black,Chkokko,0,0.0,black solid mid rise sports shorts pockets drawstring closurepolyester machine washregular fit model height wearing size,Casual,Checked,Checked,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Above Knee,1
176.0,17562078,CHKOKKO Women Pink Co-Ord Set,3349.0,Magenta,Chkokko,0,0.0,chkokko brings womens top bottom set super soft material stretchy skin friendly comfortable touch cotton blend bleach,Casual,Printed,Animal,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Maxi,NA
176.0,17562100,Chkokko Women Purple T-shirt with Shorts,3349.0,Purple,Chkokko,0,0.0,clothing set consists shirt shorts purple solid shirt round neck short sleeves purple solid shorts slip closure pocketsthe model height wearing size scotton blend machine wash,Casual,Solid,NA,Cotton Blend,Dry Clean,Regular,Garment Measurements in,NA,NA,NA
176.0,17562082,Chkokko Women Pink Solid T-Shirt & Trousers Set,3749.0,Pink,Chkokko,0,0.0,shirt amp trousers set pink solid shirt round neck short sleeves pink solid trousers slip closure two pocketscotton blend machine wash model height wearing size,Casual,Checked,Geometric,Polyester,Dry Clean,Regular,Garment Measurements in,Zip,Crop,2
176.0,18108996,Chkokko Teal Green Sports Top & Shorts Set,2375.0,Green,Chkokko,0,0.0,teal green sports top amp shorts setteal green top shoulder strapstel green shorts pockets slip closurethe model height wearing size spolyester bleach,Ethnic,Striped,NA,Cotton Blend,Dry Clean,Regular,Garment Measurements in,Button,Regular,NA
176.0,18070080,Chkokko Women Blue Printed Running Shorts,2330.0,Blue,Chkokko,0,0.0,blue abstract printed mid rise running regular shorts pockets slip closuredo bleachregular fit model height wearing size,Party,Checked,NA,Polyester,Dry Clean,Regular,Garment Measurements in,Button,Crop,NA
176.0,17562102,Chkokko Women Pink Summer Wear Co-Ord Set,3249.0,Pink,Chkokko,8,4.2,co ords consists top joggers pink solid top round neck long sleeves pink solid joggers drawstring closure pocketspolyester machine washthe model height wearing size,Ethnic,Printed,NA,Cotton,Dry Clean,Regular,Garment Measurements in,NA,Longline,NA
176.0,16344414,Chkokko Women Green Striped Slim Fit Training or Gym Shorts,2999.0,Green,Chkokko,0,0.0,green striped mid rise training gym regular shorts pockets button closureslim fit model height wearing size cotton bleach,Western,Printed,Floral,Polyester,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Slip-On,Regular,NA
176.0,13549340,Chkokko Women Olive Green Solid Running Shorts,2330.0,Olive,Chkokko,12,4.6,olive green solid mid rise running shorts pockets elasticated closure attached short tights features moisture free leightweightpolyester elastane blend machine washregular fit model height wearing size,Ethnic,Printed,Floral,Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Zip,Regular,NA
176.0,18070140,Chkokko Women Camel Brown T-shirt with Joggers,3749.0,Camel Brown,Chkokko,0,0.0,clothing set consists shirt joggers camel brown solid shirt round neck short sleeves camel brown solid joggers slip closuredo bleachthe model height wearing size,Western,Solid,Solid,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Zip,Regular,2
176.0,13549166,Chkokko Women Olive Green Solid Hooded Crop Sporty Jacket,3330.0,Olive,Chkokko,6,4.2,olive green solid hooded crop sporty jacket hooded zip closure long sleeves straight hem two pocketsthe model height wearing size smaterial polyester machine wash,Western,Striped,Striped,Polyester,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Zip,Regular,2
176.0,14376036,Chkokko Women Black Solid Regular Fit Sports Shorts,2330.0,Black,Chkokko,8,4.5,black solid mid rise sports shorts pockets slip closureregular fit model height wearing size material polyester machine wash,Ethnic,Solid,NA,Cotton,Dry Clean,Regular,NA,NA,NA,NA
176.0,13549232,Chkokko Women Navy Blue Solid Running Shorts,2330.0,Navy Blue,Chkokko,8,4.5,navy blue solid mid rise running shorts pockets elasticated closure attached short tights features moisture free leightweightpolyester elastane blend machine washregular fit model height wearing size,Western,Printed,Geometric,Satin,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Slip-On,Regular,NA
176.0,15277564,Chkokko Women Navy Blue Colourblocked Sports Jacket,3330.0,Navy Blue,Chkokko,3,4.0,navy blue colourblocked sporty zip detail hooded collar pockets zip closure long sleeves straight hemline polyester liningthe model height wearing size souter shell polyester lining fabric polyester machine wash,Ethnic,Embroidered,Geometric,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Slip-On,Regular,2
176.0,15428138,Chkokko Women Orange Zipper Jacket,3330.0,Orange,Chkokko,0,0.0,orange solid tailored jacket zip detail mock collar pockets zip closure long sleeves straight hemline polyester liningthe model height wearing size souter shell polyester lining fabric polyester machine wash,Casual,Printed,Ethnic Motifs,Pure Cotton,Hand Wash,Regular,Garment Measurements in,Button,Regular,NA
176.0,14968448,Chkokko Women Black & Red Gym Sporty Zipper Jacket,2765.0,Black,Chkokko,0,0.0,black amp red colourblocked sporty jacket zip detail mock collar pockets zip closure long sleeves straight hemline polyester liningthe model height wearing size souter shell polyester lining fabric polyester machine wash,Daily,Embroidered,Solid,Chanderi Silk,Dry Clean,Regular,Garment Measurements in,NA,Ankle Length,NA
806.0,14088428,SheWill Mustard Brown & Green Cotton Blend Unstitched Dress Material,3199.0,Mustard,Shewill,96,4.0,mustard brown green embroidered unstitched dress material mustard brown green embroidered kurta fabric green solid bottom fabric green self striped dupatta fringed border disclaimer images referral purposes actual product unstitchedkurta fabric cotton blend bottom fabric cotton blend dupatta fabric art silk hand washkurta fabric bottom wear fabric dupatta length dupatta width cm,Sports,Solid,Solid,Polyester,Machine Wash,Regular,Garment Measurements in,Zip,Regular,3
806.0,14861390,SheWill Navy Blue Embroidered Unstitched Dress Material,3549.0,Navy Blue,Shewill,27,4.4,navy blue embroidered unstitched dress material navy blue embroidered kurta fabric navy blue solid bottom fabric navy blue printed dupatta printed border disclaimer images referral purposes actual product unstitchedcotton blend dry cleantop fabric length metres bottom fabric length metres dupatta length metres,Sports,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Above Knee,2
806.0,18372852,SheWill Women Maroon Ethnic Motifs Yoke Design Thread Work Kurta with Trousers & With Dupatta,6699.0,Maroon,Shewill,0,0.0,maroon yoke design kurta trousers dupatta kurta design ethnic motifs yoke design straight shape regular style mandarin collar three quarter regular sleeves thread work detail calf length straight hem silk blend machine weave fabric trousers design solid trousers partially elasticated waistband drawstring closure model height wearing size stop fabric silk blend bottom fabric silk blend dupatta fabric silk chiffon dry clean,Sports,Solid,Brand Logo,Polyester,Machine Wash,Regular,Garment Measurements in,Zip,Regular,3
806.0,18811288,SheWill Women Teal Floral Embroidered Sequinned Kurta with Trousers & With Dupatta,6699.0,Teal,Shewill,0,0.0,teal embroidered kurta trousers dupatta kurta design floral embroidered straight shape regular style round neck three quarter regular sleeves sequinned detail calf length straight hem silk blend machine weave fabric trousers design solid trousers drawstring closure top amp bottom silk blend dupatta poly chiffon dry clean size worn model chest waist hips height,Sports,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Above Knee,2
806.0,19041030,SheWill Women Purple Sequinned Kurti with Trousers,8649.0,Purple,Shewill,5,2.6,purple solid kurti trousers kurti design solid straight shape regular style round neck three quarter regular sleeves sequinned detail calf length straight hem poly crepe machine weave fabric trousers design solid trousers partially elasticated waistband slip closure model height wearing size sdry clean,Outdoor,Printed,Graphic,Cotton,Machine Wash,Regular,Garment Measurements in,NA,Regular,NA
46.0,18724200,Alaya By Stage3 Women White & Green Floral Printed Georgette Ethnic Palazzos,2995.0,White,Alaya By Stage3,0,0.0,white green woven palazzos floral printed opaque wide leg fit length regular woven georgette fabric wide leg fit model height wearing size sm,Ethnic,Solid,Solid,Polyester,Hand Wash,Regular,Garment Measurements in,Button,Regular,NA
772.0,12798408,SALWAR STUDIO Women Gold-Coloured Embroidered Readymade Saree Blouse,4425.0,Gold,Salwar Studio,187,3.9,gold coloured embroidered padded saree blouse round neck short sleeves tie detail hook eye closures back disclaimer product colour may slightly vary due photographic lighting sources monitor settingsregular fit model height wearing size snet first wash dry clean hand wash,Casual,Printed,Graphic,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Above Knee,2
772.0,13449428,SALWAR STUDIO Women Orange & Gold-Coloured Woven Design Semi-Stitched Lehenga & Unstitched Blouse,3055.0,Orange,Salwar Studio,0,0.0,orange gold coloured lehenga choli orange gold coloured woven design blouse u neck short sleeves back closure orange gold coloured woven design semi stitched lehenga flared hem disclaimer product colour may slightly vary due photographic lighting sources monitor settingslehenga fabric silk blend choli fabric silk blend dry clean,Casual,Solid,Colourblocked,Polyester,Hand Wash,Regular,Garment Measurements in,Snap Button,Regular,3
772.0,12798322,SALWAR STUDIO Women Black & Gold-Toned Embroidered Readymade Saree Blouse,3999.0,Black,Salwar Studio,27,4.6,black gold toned embroidered padded saree blouse round neck short sleeves back tie detail disclaimer product colour may slightly vary due photographic lighting sources monitor settingsregular fit model height wearing size ssilk blend first wash dry clean,Casual,Self Design,NA,Acrylic,Machine Wash,Regular,Garment Measurements in,NA,Regular,NA
772.0,12798326,SALWAR STUDIO Women Navy Blue & Gold-Toned Embroidered Readymade Saree Blouse,3999.0,Navy Blue,Salwar Studio,23,4.5,navy blue gold toned embroidered padded saree blouse round neck short sleeves back tie detail disclaimer product colour may slightly vary due photographic lighting sources monitor settingssilk blend first wash dry clean onlyregular fit model height wearing size,Casual,Solid,NA,Acrylic,Machine Wash,Regular,Garment Measurements in,NA,Regular,NA
