Brand_Id,P_Id,Name,Price,Colour,Brand_Name,Ratingcount,Avg_Rating,Description,Occasion,Pattern,Print or Pattern Type,Fabric,Wash Care,Sustainable,Body or Garment Size,Closure,Length,Number of Pockets
903.0,15428210,Tokyo Talkies Women Black High-Rise Pleated Parallel Trousers,2149.0,Black,Tokyo Talkies,13,4.1,black woven parallel regular fit high rise length cropped pattern solid pleated design feature plain pockets cotton machine wash fit regular fit model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,NA,To-Fit Denotes Body Measurements in,Snap Button,Cropped,6
903.0,16222482,Tokyo Talkies Women Burgundy Flared Trousers,1549.0,Burgundy,Tokyo Talkies,14,4.0,burgundy knitted regular trousersflaredmid riselength regularpattern solidflat front pleats designfeature plain pockets fit flared model height wearing size poly velvet machine wash,Casual,Solid,Horizontal Stripes,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,14170730,Tokyo Talkies Women Sage Green Solid Regular Fit Regular Shorts,699.0,Green,Tokyo Talkies,1058,4.6,sage green solid mid rise regular shorts pockets drawstring closureregular fit model height wearing size material cotton machine wash,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Above Knee,2
903.0,18787822,Tokyo Talkies Women Violet Lilac Denim Jacket,2399.0,Violet,Tokyo Talkies,0,0.0,violet washed printed bomber embroidered stand collar pockets button closure three quarter sleeves straight hemline without liningthe model height wearing size scotton machine wash,Casual,Solid,Solid,NA,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Midi,NA
903.0,15927598,Tokyo Talkies Women Maroon Solid Straight Mini Skirt,1649.0,Maroon,Tokyo Talkies,7,4.7,maroon solid woven straight skirt zip closure front slit two pockets straight hem cotton blend material cotton lycra machine washstraight fit model height wearing size,Casual,Solid,Solid,Cotton Blend,Machine Wash,NA,To-Fit Denotes Body Measurements in,Button,Knee Length,NA
903.0,16519972,Tokyo Talkies Women Black Solid A-Line Mini Skirt,1399.0,Black,Tokyo Talkies,36,4.2,black solid straight fit line mini skirt elasticated waistband slip closurecotton lycra machine washstraight fit model height wearing size,Casual,NA,NA,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button and Zip,Cropped,5
903.0,8083191,Tokyo Talkies Women Blue Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,1899.0,Blue,Tokyo Talkies,838,4.0,blue medium wash pocket mid rise jeans clean look light fade button zip closure waistband belt loopssuper skinny fit stretchable model height wearing size cotton elastane machine wash,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Above Knee,NA
903.0,16607340,Tokyo Talkies Women Green Cargos Trousers,1749.0,Green,Tokyo Talkies,27,3.8,green woven cargos regular fit mid rise length regular pattern solid flat front pleats design feature plain pockets cotton machine wash fit regular fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Midi,NA
903.0,19227290,Tokyo Talkies Women Rose Washed Crop Denim Jacket,2199.0,Rose,Tokyo Talkies,0,0.0,rose washed solid denim jacket spread collar pockets button closure long sleeves curved hemline without liningthe model height wearing size scotton machine wash,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,12391800,Tokyo Talkies Women Black Regular Fit Solid Regular Trousers,1749.0,Black,Tokyo Talkies,324,4.3,black solid high rise trousers snap button closure pocketspolyester machine washregular fit model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Cropped,2
903.0,15953964,Tokyo Talkies Black Regular Top,1299.0,Black,Tokyo Talkies,38,3.6,black regular top horizontal stripes solid v neck three quarter regular sleeves knitted vicose spendex machine washthe model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Knee Length,2
903.0,15092136,Tokyo Talkies Women Brown Mid-Rise Regular Shorts,899.0,Brown,Tokyo Talkies,73,4.2,brown solid mid rise regular shorts pocketsslip closureregular fit model height wearing size viscose rayon machine wash,Casual,Solid,Solid,Leather,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Crop,2
903.0,15026866,Tokyo Talkies Blue Casual-Fit A-Line Midi Skirt,1049.0,Blue,Tokyo Talkies,240,4.1,blue solid casual fit midi line skirt waistband tie details front slit zip closure polyester viscose machine washcasual fit model height wearing size,Casual,NA,NA,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button and Zip,Cropped,5
903.0,12289124,Tokyo Talkies Women Beige Solid Straight Skirt with Belt,1799.0,Beige,Tokyo Talkies,98,4.3,beige solid knee length boyfriend fit straight skirt waistband belt loops fly button closure two pockets front slit straight hem comes beltmaterial cotton lycra machine washthe model height wearing size,Casual,Solid,Solid,Cotton Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,16201412,Tokyo Talkies Women Violet Wide Leg Stretchable Jeans,2099.0,Violet,Tokyo Talkies,87,3.5,light shade fade violet jeans wide leg mid rise clean look stretchable pocket length cropped fit wide leg stretchable model height wearing size cotton machine wash,Casual,Solid,Solid,NA,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Midi,2
903.0,14996606,Tokyo Talkies Women Orange Mid-Rise Regular Shorts,899.0,Orange,Tokyo Talkies,34,4.5,orange solid mid rise regular shorts drawstring closurecotton machine washregular fit model height wearing size,Casual,Solid,Solid,NA,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Mini,2
903.0,15038606,Tokyo Talkies Women Black Solid Casual-Fit A-Line Midi Skirt,1099.0,Black,Tokyo Talkies,21,4.0,black solid casual fit line midi skirt tie detail waistband slip closure flared hemviscose machine washcasual fit model height wearing size,Casual,Solid,Solid,NA,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Mini,2
903.0,16222428,Tokyo Talkies Women Burgundy Solid Sweatshirt,1249.0,Burgundy,Tokyo Talkies,0,0.0,burgundy solid sweatshirt round neck long sleeves straight hemthe model height wearing size spolyester machine wash,Casual,Colourblocked,Camouflage,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Crop,4
903.0,16337684,Tokyo Talkies Women White Flared Parallel Trousers,2499.0,White,Tokyo Talkies,26,3.9,white woven parallel flared mid rise length cropped pattern solid flat front pleats design feature plain pockets fit flared model height wearing size cotton lycra machine wash,Casual,Solid,Solid,Cotton Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Mini,2
903.0,17602874,Tokyo Talkies Women Blue High-Rise Shorts,1999.0,Blue,Tokyo Talkies,6,4.7,blue solid high rise regular shorts pockets button closureregular fit model height wearing size cotton lycra machine wash,Casual,Solid,Self Design,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Crop,4
903.0,16181558,Tokyo Talkies Women Gorgeous Green Solid Faux Leather Jacket,4699.0,Green,Tokyo Talkies,0,0.0,amp style factor donning chic jacket elevate appeal lovely solid pattern spread collar green shadeclassic solid patternspread collar long sleeves leather machine washtrend alert highly durable affordable faux leather designed withstand scratches scrapes requires little maintenance uv stain resistant faux leather machine washthe model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Cropped,4
903.0,16337706,Tokyo Talkies Women Blue Regular Fit Jeans,1699.0,Blue,Tokyo Talkies,72,3.9,coloured shade fade blue jeansregular fit mid riseclean looknon stretchable pocketlength croppedcotton polyester machine washfit regular fit non stretchable model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,NA,To-Fit Denotes Body Measurements in,Button,Regular,4
903.0,14695632,Tokyo Talkies Women Olive Green Tank Top,799.0,Olive,Tokyo Talkies,147,4.3,olive green regular tank top solid round neck sleeveless sleeves knitted cotton blend machine washthe model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Regular,2
903.0,15038602,Tokyo Talkies Black Straight Midi Skirt,1349.0,Black,Tokyo Talkies,114,4.0,black solid straight casual fit midi skirt waistband button zip closure two pockets straight hem cotton viscose linen machine washcasual fit model height wearing size,Casual,Solid,NA,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Longline,NA
903.0,15092118,Tokyo Talkies Maroon Straight-Fit A-Line Mini Skirt,1799.0,Maroon,Tokyo Talkies,97,4.4,maroon solid straight fit mid rise line mini skirt elasticated waistband zip closure belt loops straight hem one zip pocket one flap pocket comes fabric beltstraight fit model height wearing size cotton lycra machine wash,Casual,Printed,Geometric,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,15038598,Tokyo Talkies Black Straight-Fit Straight Mini Skirt,1799.0,Black,Tokyo Talkies,87,4.2,black solid straight fit mid rise straight mini skirt elasticated waistband zip closure belt loops straight hem one zip pocket one flap pocket comes fabric belt cotton lycra machine washstraight fit model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Regular,6
903.0,18876322,Tokyo Talkies Women Green Denim Jacket,2499.0,Green,Tokyo Talkies,0,0.0,green camouflage colourblocked denim jacket embroidered spread collar pockets button closure short sleeves curved hemline without liningthe model height wearing size scotton machine wash,Casual,Self Design,Solid,Viscose Rayon,Machine Wash,NA,To-Fit Denotes Body Measurements in,Button,Regular,NA
903.0,16256360,Tokyo Talkies Women White Solid Belted Straight-Fit A-Line Mini Skirt,1649.0,White,Tokyo Talkies,37,4.2,white solid straight fit mid rise line mini skirt elasticated waistband zip closure straight hem belt loops flap pockets comes beltcotton lycra machine washstraight fit model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Regular,NA
903.0,18787834,Tokyo Talkies Women Purple Denim Jacket,2499.0,Purple,Tokyo Talkies,0,0.0,purple self design solid tailored jacket embroidered collarless pockets button closure three quarter sleeves straight hemline without liningcotton machine washthe model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,NA,Garment Measurements in,Button,Above Knee,2
903.0,17446056,Tokyo Talkies Women Red Slim Fit Trousers,999.0,Red,Tokyo Talkies,10,2.5,red woven cigaretteslim fitmid riselength croppedpattern solidflat front pleats designfeature plain pockets polyester spandex machine wash fit slim fit model height wearing size,Casual,Solid,Solid,Acrylic,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,10841116,Tokyo Talkies Women Black Printed Jacket,2449.0,Black,Tokyo Talkies,352,4.3,black solid jacket stripes sleeves spread collar button closure straight hem pockets unlined cotton machine washthe model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,15038552,Tokyo Talkies Women Green Straight Fit High-Rise Parallel Trousers,1199.0,Green,Tokyo Talkies,116,4.1,green woven parallelstraight fithigh riseelasticated waistband drawstring closurelength regularpattern solidflat front pleats designfeature plain pocketsslit detailing sidesviscose rayon machine wash fit straight fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Knee Length,NA
903.0,16404086,Tokyo Talkies Women Green Longline Shrug,1849.0,Green,Tokyo Talkies,51,4.4,green solid open front longline shrug long sleeves straight hem model height wearing size polyester cotton machine wash,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Cropped,4
903.0,16814638,Tokyo Talkies Lavender Knitted Crop Top,949.0,Lavender,Tokyo Talkies,95,4.2,lavender topsolidround neck short regular sleevesknitted polyester spendex machine washthe model height wearing size,Casual,Solid,Solid,Denim,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Above Knee,4
903.0,15927592,Tokyo Talkies Women Blue Cotton Tapered Fit Easy Wash Cargos Trousers,1749.0,Blue,Tokyo Talkies,18,3.7,blue woven cargos tapered fit mid rise length regular pattern solid flat front pleats design feature easy wash pockets cotton viscose linen machine wash fit tapered fit model height wearing size,Casual,NA,NA,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button and Zip,Cropped,5
903.0,12408994,Tokyo Talkies Women Green Self Design Top,1749.0,Green,Tokyo Talkies,246,4.0,green self design woven regular top round neck long sleeves button closurematerial viscose rayon machine washthe model height wearing size,Casual,Solid,Solid,NA,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,16222490,Tokyo Talkies Women Navy Blue Flared Velvet Bootcut Trousers,1549.0,Navy Blue,Tokyo Talkies,9,4.7,navy blue velvet knitted bootcutflaredmid riselength regularpattern solidflat front pleats designfeature plain fit flared model height wearing size polye velvet machine wash,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Regular,2
903.0,12479224,Tokyo Talkies Women White Solid Slim Fit Regular Shorts With Belt,1849.0,White,Tokyo Talkies,35,4.2,white solid high rise regular shorts pockets button closure comes beltmaterial cotton machine washslim fit model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,15562184,Tokyo Talkies Women Purple Pullover,1699.0,Purple,Tokyo Talkies,171,4.4,purple solid pullover turtle neck long sleeves ribbed hemacrylic machine washthe model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Longline,4
903.0,16100940,Tokyo Talkies Women Gorgeous Green Solid Velvet Sweatshirt,1149.0,Green,Tokyo Talkies,13,4.1,make classy statement every time head donning chic sweatshirt enhance appeal sweatshirt features hood neck long sleeves gorgeous green shadeclassic solid patternhood necklong sleevespolyester machine washtrend alert woven using silk linen velvet rich fabric originated east used across world although heavier fabric durable easy clean maintain featuring soft side textured one velvet lends luxurious look garment polyester machine washthe model height wearing size,Casual,Printed,Floral,Polyester,Machine Wash,NA,To-Fit Denotes Body Measurements in,Button,Regular,NA
903.0,15637548,Tokyo Talkies Women Black Solid Pencil Knee-Length Skirt,899.0,Black,Tokyo Talkies,42,3.5,black solid regular fit mid rise pencil knee length skirt elasticated waistband button closure straight hemviscose rayon machine washregular fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Regular,2
903.0,14929672,Tokyo Talkies Women Pink Cargos Trousers,1699.0,Pink,Tokyo Talkies,66,3.6,pink woven cargos regular fit mid rise length cropped pattern solid flat front pleats design feature plain pockets cotton machine wash fit regular fit model height wearing size,Casual,Solid,Solid,Leather,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Mini,NA
903.0,12921090,Tokyo Talkies Women Blue Solid Regular Fit Denim Shorts,1499.0,Blue,Tokyo Talkies,53,4.2,blue solid mid rise denim shorts pockets button closureregular fit model height wearing size material denim machine wash,Casual,Printed,Typography,Cotton Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,13641432,Tokyo Talkies Women Blue Boyfriend Fit Mid-Rise Highly Distressed Jeans,1899.0,Blue,Tokyo Talkies,205,4.0,blue light wash pocket mid rise jeans highly distressed light fade button zip closure waistband belt loopsmaterial cotton machine washboyfriend fit model height wearing size,Casual,Solid,Solid,Cotton Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Midi,NA
903.0,12225702,Tokyo Talkies Black V-Neck Top With Roll-Up Sleeves,949.0,Black,Tokyo Talkies,1195,4.1,black solid woven regular top v neck three quarter sleevesmaterial viscose rayon machine washthe model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Regular,NA
903.0,13493068,Tokyo Talkies Women Green Regular Fit Solid Peg Trousers,1849.0,Green,Tokyo Talkies,88,4.2,green solid trousers button closurematerial cottonregular fit model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,NA,Button,Cropped,2
903.0,16128978,Tokyo Talkies Women Yellow Sweatshirt,1049.0,Yellow,Tokyo Talkies,37,4.1,yellow solid sweatshirt round neck long sleeves closure straight hemthe model height wearing size spolyester machine wash,Casual,Striped,Vertical Stripes,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Regular,NA
903.0,13421980,Tokyo Talkies Women Khaki Solid Tailored Jacket,2149.0,Khaki,Tokyo Talkies,51,4.1,khaki solid jacket spread collar button closure curved hem liningthe model height wearing size smaterial cotton,Casual,NA,NA,Cotton,Machine Wash,Regular,Garment Measurements in,Slip-On,Cropped,5
903.0,10641924,Tokyo Talkies Women Off-White and Beige Floral Printed Peplum Top,999.0,Off White,Tokyo Talkies,645,4.2,white beige printed woven peplum top round neck three quarter sleeves button closurepolyester machine washfitted model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,15982516,Tokyo Talkies Women Black Straight Fit Trousers,1199.0,Black,Tokyo Talkies,36,4.5,black woven trousers straight fit mid rise length regular pattern solid flat front pleats design feature easy wash pockets viscose machine wash fit straight fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Cropped,5
903.0,16099772,Tokyo Talkies Women Olive Green Coloured Solid Slim-Fit A-Line Mini Skirt,2599.0,Olive,Tokyo Talkies,39,4.2,olive green coloured solid slim fit line mini skirt elasticated waistband zipper closure front pockets straight hemslim fit model height wearing size faux leather machine wash,Casual,Self Design,Self Design,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,14879080,Tokyo Talkies Women Green & Yellow Typography Printed Knitted Top,849.0,Green,Tokyo Talkies,123,4.5,green yellow regular top typography print round neck short regular sleeves knitted model height wearing size cotton polyester spandex machine wash,Casual,NA,NA,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip Fly,Regular,5
903.0,15026840,Tokyo Talkies Women Green Solid A-Line Midi Skirt With Belt,1249.0,Green,Tokyo Talkies,35,3.9,green solid line midi skirt belt waistband zip closure side slit flared hemthe model height wearing size cotton viscose linen machine wash,Casual,Solid,Solid,Cotton Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Mini,NA
903.0,15104520,Tokyo Talkies Women Green Slim Fit Trousers,1349.0,Green,Tokyo Talkies,37,4.3,green knitted trousers slim fit mid rise length regular pattern solid flat front pleats design feature plain cotton machine wash fit slim fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Crop,NA
903.0,16337736,Tokyo Talkies Women Yellow Regular Fit Trousers,1699.0,Yellow,Tokyo Talkies,48,4.0,coloured shade fade yellow trousersregular fitmid rise pocketslength cropped fit mom fit non stretchable model height wearing size cotton polyester machine wash,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Regular,2
903.0,17445890,Tokyo Talkies Blue Striped Cotton Top,1049.0,Blue,Tokyo Talkies,46,4.5,blue regular top vertical striped high neck short puff sleeve sleeves woven button closure model height wearing size scotton machine wash,Casual,NA,NA,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip Fly,Cropped,5
903.0,12789980,Tokyo Talkies Women Blue Slim Fit Mid-Rise Clean Look Jeans with Belt,1899.0,Blue,Tokyo Talkies,182,3.7,blue medium wash pocket mid rise jeans clean look fade slip closurematerial cotton machine washslim fit model height wearing size,Casual,Solid,Solid,Leather,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Mini,NA
903.0,16404092,Tokyo Talkies Women Black Cotton Sweatshirt,1299.0,Black,Tokyo Talkies,31,4.3,black solid sweatshirt high neck long sleeves straight hem cotton amp polyester machine washthe model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Crop,NA
903.0,14444114,Tokyo Talkies Women Blue Slim Fit Regular Trousers,2199.0,Blue,Tokyo Talkies,17,4.2,blue woven regular trousers slim fit mid rise length cropped pattern solid flat front design feature plain pockets material viscose rayon nylon spandex machine wash fit slim fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Regular,2
903.0,2137522,Tokyo Talkies Women Blue Self Design Pure Cotton Top,1199.0,Blue,Tokyo Talkies,534,4.0,blue self design woven regular embroidered top round neck short sleeves waist tie detailingpure cotton machine washthe model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,NA,To-Fit Denotes Body Measurements in,Button,Below Knee,2
903.0,17660338,Tokyo Talkies Women Blue Straight Fit Highly Distressed Light Fade Jeans,2199.0,Blue,Tokyo Talkies,0,0.0,light shade light fade blue jeans straight fit mid rise highly distressed non stretchable pocket length regular cotton machine washfit straight fit non stretchable model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Cropped,4
903.0,15756526,Tokyo Talkies Women Pink Solid Wrap Mini Skirt,1649.0,Pink,Tokyo Talkies,13,3.5,pink solid wrap mini skirt waistband button closure front flap pockets asymmetrical hem cotton lycra machine washregular fit model height wearing size,Casual,NA,NA,Cotton,Machine Wash,NA,To-Fit Denotes Body Measurements in,Button and Zip,Cropped,5
903.0,16814706,Tokyo Talkies Women Black Solid Long Sleeves Crop Top,899.0,Black,Tokyo Talkies,195,4.5,black crop fitted topsolidround necklong amp regular sleevesknitted viscose spandex machine washthe model height wearing size,Party,Solid,Abstract,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Crop,NA
903.0,14996620,Tokyo Talkies Women Purple Straight Fit Pleated Trousers,1199.0,Purple,Tokyo Talkies,95,4.3,purple woven trousers straight fit mid rise length regular pattern solid pleated design feature plain pockets viscose rayon machine wash fit straight fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,17660298,Tokyo Talkies Women Blue Flared Highly Distressed Heavy Fade Jeans,2099.0,Blue,Tokyo Talkies,10,3.7,light shade heavy fade blue jeans flared mid rise highly distressed non stretchable pocket length cropped cotton machine wash fit flared non stretchable model height wearing size,Casual,Solid,Solid,Cotton,Machine Wash,NA,To-Fit Denotes Body Measurements in,Button,Knee Length,2
903.0,16099764,Tokyo Talkies Women Deep Burgundy Solid Faux Leather Skirt,3249.0,Burgundy,Tokyo Talkies,9,4.6,stay top fashion rocking skirt delicately crafted solid pattern skirt also comprises mini length premium feel deep burgundy shadeclassic solid patternmini lengthstraight hemlineleather machine washtrend alert highly durable affordable faux leather designed withstand scratches scrapes requires little maintenance uv stain resistant slim fit model height wearing size faux leather machine wash,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Cropped,5
903.0,17194590,Tokyo Talkies Women Stylish Black Solid Top,749.0,Black,Tokyo Talkies,45,4.2,flaunt feminine charm donning trendy top designed attractive solid pattern square neck top sure make look distinct black colourclassic solid patternsquare necklong puff sleevespolyester machine wash polyester elastane machine washthe model height wearing size,Casual,Checked,Checked,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,15038610,Tokyo Talkies Women Yellow Straight Fit High-Rise Pleated Parallel Trousers,1199.0,Yellow,Tokyo Talkies,39,4.5,yellow woven parallel trousersstraight fithigh risedrawstring closure elasticated waistbandlength regularpattern solidfeature plain pocketsslit detailing sidesviscose rayon machine wash fit straight fit model height wearing size,Casual,Solid,Solid,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Crop,NA
903.0,12122504,Tokyo Talkies Women White Solid Regular Shorts,899.0,White,Tokyo Talkies,9,4.4,white solid mid rise regular shorts pockets button closureregular fit model height wearing size material cotton machine wash,Casual,NA,NA,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Cropped,4
903.0,9656695,Tokyo Talkies Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,1899.0,Blue,Tokyo Talkies,577,3.9,blue medium wash pocket mid rise jeans clean look light fade button zip closure waistband belt loopsskinny fit stretchable model height wearing size cotton polyester elastane machine wash,Party,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,17442766,Tokyo Talkies Women Stylish Black Abstract Top,899.0,Black,Tokyo Talkies,105,4.3,take fashion game another level alluring top top designed eye catching chic abstract print shoulder straps black colourchic abstract printshoulder strapssleevelesspolyester machine wash model height wearing size polyester spandex machine wash,Casual,Solid,Striped,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Cropped,2
903.0,15953974,Tokyo Talkies Green Regular Top,949.0,Green,Tokyo Talkies,42,4.4,green regular top solid v neck short regular sleeves knitted viscose spendex machine washthe model height wearing size,Casual,Solid,Solid,Cotton Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,NA,Regular,NA
903.0,12391754,Tokyo Talkies Women Beige Solid Regular Fit Cargo Shorts,1849.0,Beige,Tokyo Talkies,22,4.4,beige solid high rise cargo shorts pockets button closureregular fit model height wearing size material cotton machine wash,Casual,Solid,Solid,Leather,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Above Knee,2
903.0,14402466,Tokyo Talkies Women Pink Slim Fit Cigarette Trousers,2249.0,Pink,Tokyo Talkies,18,4.5,pink woven cigarette trousers slim fit mid rise length cropped pattern solid flat front design feature plain pockets material viscose rayon nylon spandex machine wash fit slim fit model height wearing size,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Zip,Regular,2
903.0,18379052,Tokyo Talkies Blue Checked Top,799.0,Blue,Tokyo Talkies,16,4.4,make heads turn anywhere go donning fashionable top comes lovely checked pattern attractive cowl neck blue shadechecked patterncowl necksleevelesspolyester machine washthe model height wearing size polyester spendex machine wash,Casual,Solid,Solid,Leather,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Slip-On,Midi,2
903.0,17003578,Tokyo Talkies Women Stylish Black Solid Top,1199.0,Black,Tokyo Talkies,32,4.1,flaunt magnetic style dressed chic top featuring lovely solid pattern round neck add attractive appeal black colourclassic solid patternround necklong regular sleevespolyester machine wash model height wearing size polyester amp spendex machine wash,Casual,Solid,Self Design,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button,Crop,NA
903.0,17162218,Tokyo Talkies Women Pink Cotton Jogger Jeans,2099.0,Pink,Tokyo Talkies,10,4.3,coloured shade fade pink jeans jogger mid rise clean look non stretchable pocket length cropped fit jogger non stretchable model height wearing size cotton machine wash,Casual,Solid,Solid,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Drawstring,Regular,2
903.0,18600642,Tokyo Talkies Women Classic White Solid Top with Trousers,1249.0,White,Tokyo Talkies,21,4.0,nail voguish look donning stylish co ord set tailored attractive slip closure round neck co ord set lends elevated appeal classic white coloursolid topsolid trousersshort sleevesslip closureround neckcotton blend machine washcotton blend machine washthe model height wearing size,Casual,Solid,Solid,Faux Fur,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Snap Button,Crop,2
903.0,17442778,Tokyo Talkies Women Stylish Black Solid Top,849.0,Black,Tokyo Talkies,111,4.3,add chic twist everyday closet opting modish top designed attractive solid pattern one shoulder top ticks right boxes black colourclassic solid patternone shoulderlong regular sleevesviscose rayon machine wash viscose rayon spandex machine washthe model height wearing size,Casual,NA,NA,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Button and Zip,Cropped,4
